"Year","Age0","Age1","Age2","Age3","Age4","Age5","Age6","Age7","Age8","Age9","Age10","Age11","Age12","Age13","Age14","Age15","Age16","Age17","Age18","Age19","Age20","Age21","Age22","Age23","Age24","Age25","Age26","Age27","Age28","Age29","Age30","Age31","Age32","Age33","Age34","Age35","Age36","Age37","Age38","Age39","Age40","Age41","Age42","Age43","Age44","Age45","Age46","Age47","Age48","Age49","Age50","Age51","Age52","Age53","Age54","Age55","Age56","Age57","Age58","Age59","Age60","Age61","Age62","Age63","Age64","Age65","Age66","Age67","Age68","Age69","Age70","Age71","Age72","Age73","Age74","Age75","Age76","Age77","Age78","Age79","Age80"
2007,15.1562,13.9011,15.6957,17.1883,33.0618,9.96521,8.84235,9.62775,9.71288,11.4769,14.8364,11.732,13.0365,64.3206,46.3986,11.1297,10.5821,8.97838,6.11736,4.57798,4.12396,4.30691,4.26004,3.65355,3.31793,2.62753,1.86429,1.37203,1.03988,0.818477,0.753842,0.648322,0.578251,0.522025,0.470558,0.424205,0.384636,0.3526,0.327197,0.30719,0.290731,0.275787,0.260937,0.245673,0.23033,0.215205,0.200622,0.18683,0.173983,0.162166,0.151339,0.141297,0.131673,0.122536,0.113903,0.105978,0.0988563,0.092442,0.0865933,0.08119,0.076124,0.071386,0.0669111,0.06267,0.0586608,0.0548769,0.051307,0.0479395,0.04596,0.0428061,0.039878,0.0371618,0.0346418,0.0323021,0.0301288,0.0281084,0.0262288,0.0244785,0.0228481,0.0213288,0.302427
2008,20.8145,14.1599,12.9872,14.6618,16.037,30.7212,9.18746,8.06953,8.69476,8.68962,10.1873,13.0854,10.2947,11.3931,56.0327,40.3186,9.65233,9.16321,7.76517,5.28572,3.95265,3.55853,3.71462,3.67279,3.14893,2.85894,2.26358,1.60579,1.18161,0.895453,0.70473,0.649023,0.558135,0.497781,0.449356,0.405035,0.365122,0.331054,0.303472,0.281601,0.264377,0.250207,0.237342,0.224559,0.21142,0.198214,0.185197,0.172646,0.160776,0.149719,0.13955,0.130232,0.12159,0.113308,0.105445,0.0980158,0.0911955,0.0850673,0.0795475,0.0745145,0.0698648,0.0655054,0.0614282,0.0575775,0.0539279,0.0504779,0.0472218,0.0441499,0.0412521,0.0395487,0.0368347,0.0343152,0.0319778,0.0298094,0.027796,0.0259258,0.0241873,0.0225699,0.0210638,0.0196608,0.278592
2009,27.2086,19.4462,13.229,12.1328,13.6908,14.9504,28.5465,8.49846,7.42608,7.95998,7.91623,9.23941,11.822,9.27022,10.2315,50.2091,36.0644,8.62172,8.17569,6.92218,4.70858,3.51908,3.16676,3.30447,3.26629,2.79973,2.5414,2.01183,1.427,1.04993,0.795587,0.626084,0.576554,0.495785,0.442151,0.399121,0.359741,0.324282,0.294016,0.269513,0.250085,0.234784,0.222196,0.210769,0.199415,0.187745,0.176016,0.164455,0.153309,0.142768,0.132949,0.123918,0.115643,0.107969,0.100614,0.0936318,0.0870349,0.0809786,0.0755368,0.0706353,0.066166,0.0620372,0.0581661,0.0545457,0.0511264,0.0478857,0.0448222,0.0419309,0.0392032,0.03663,0.0351175,0.0327076,0.0304703,0.0283949,0.0264693,0.0246816,0.0230209,0.0214772,0.020041,0.0187037,0.264835
2010,62.0308,25.4199,18.1678,12.3585,11.328,12.7579,13.881,26.383,7.81922,6.8071,7.27574,7.22068,8.41487,10.7551,8.42691,9.29522,45.5941,32.7385,7.82459,7.41832,6.27996,4.27121,3.1919,2.87211,2.99682,2.96205,2.53884,2.3045,1.82425,1.29392,0.951994,0.721364,0.567666,0.522751,0.449515,0.400883,0.361866,0.326161,0.294009,0.266567,0.244351,0.226736,0.212863,0.20145,0.191089,0.180795,0.170215,0.159581,0.149099,0.138993,0.129436,0.120534,0.112346,0.104844,0.0978868,0.0912188,0.0848882,0.0789073,0.0734165,0.0684828,0.064039,0.0599871,0.0562438,0.0527343,0.049452,0.0463519,0.0434138,0.0406365,0.0380152,0.0355422,0.0332093,0.031838,0.0296531,0.0276248,0.0257432,0.0239975,0.0223766,0.0208711,0.0194715,0.0181695,0.25706
2011,34.7419,57.9529,23.7488,16.9729,11.5425,10.5704,11.8839,12.9014,24.4671,7.23776,6.29151,6.717,6.66043,7.75691,9.90931,7.76125,8.55851,41.9711,30.1318,7.20063,6.82604,5.77809,3.92961,2.93646,2.64215,2.75678,2.72472,2.33536,2.11976,1.67798,1.19016,0.875642,0.663502,0.522129,0.480814,0.41345,0.368718,0.33283,0.299988,0.270416,0.245176,0.224742,0.20854,0.195779,0.185282,0.175753,0.166284,0.156553,0.146772,0.137132,0.127837,0.119047,0.11086,0.103329,0.0964289,0.0900299,0.0838971,0.0780746,0.0725737,0.0675236,0.0629859,0.0588988,0.0551722,0.0517293,0.0485015,0.0454826,0.0426314,0.0399291,0.0373747,0.0349638,0.0326893,0.0305437,0.0292824,0.027273,0.0254074,0.0236768,0.0220712,0.0205805,0.0191958,0.0179086,0.253137
2012,68.1705,32.458,54.143,22.1864,15.8491,10.7616,9.82649,11.0071,11.9069,22.5142,6.64503,5.76678,6.14949,6.09248,7.09104,9.0545,7.08929,7.81549,38.3197,27.5062,6.57241,6.22992,5.2731,3.58597,2.67954,2.41089,2.51541,2.48608,2.13078,1.93404,1.53094,1.08585,0.798891,0.60534,0.476356,0.438659,0.3772,0.336388,0.303645,0.273682,0.246703,0.223675,0.205032,0.190251,0.178609,0.169033,0.160339,0.1517,0.142823,0.133899,0.125104,0.116625,0.108606,0.101136,0.0942658,0.0879711,0.0821333,0.0765384,0.0712265,0.0662082,0.061601,0.0574613,0.0537327,0.0503329,0.047192,0.0442473,0.0414932,0.0388921,0.0364268,0.0340964,0.031897,0.029822,0.0278646,0.026714,0.0248808,0.0231789,0.0216001,0.0201353,0.0187753,0.0175121,0.247271
2013,21.8272,63.689,30.3241,50.5797,20.7128,14.7635,9.98249,9.06686,10.1035,10.8817,20.5064,6.03729,5.22971,5.56922,5.51203,6.41062,8.18101,6.40261,7.05611,34.5875,24.8222,5.93015,5.62042,4.75673,3.23454,2.41679,2.17436,2.26852,2.242,1.92152,1.74405,1.38052,0.979145,0.720374,0.545838,0.429527,0.395533,0.340113,0.303312,0.273787,0.246769,0.222441,0.201677,0.184867,0.171539,0.161042,0.152407,0.144568,0.136779,0.128774,0.120729,0.112799,0.105153,0.0979225,0.0911876,0.084993,0.0793175,0.0740539,0.0690093,0.06422,0.0596952,0.0555412,0.0518088,0.0484469,0.0453815,0.0425496,0.0398946,0.0374114,0.0350662,0.0328434,0.0307423,0.0287592,0.0268883,0.0251235,0.024086,0.0224332,0.0208987,0.0194752,0.0181545,0.0169284,0.238736
2014,15.8565,20.3923,59.502,28.3296,47.2385,19.3243,13.7468,9.27209,8.40127,9.34291,10.047,18.9118,5.5632,4.81613,5.12651,5.07219,5.8976,7.52489,5.88827,6.48855,31.8027,22.8221,5.45202,5.16704,4.37287,2.97344,2.22164,1.99875,2.08528,2.06087,1.76626,1.60312,1.26895,0.900008,0.662148,0.501717,0.394806,0.363558,0.312617,0.27879,0.251652,0.226818,0.204457,0.185371,0.16992,0.157669,0.148021,0.140084,0.132878,0.125719,0.118362,0.110967,0.103678,0.0966504,0.0900045,0.0838142,0.0781204,0.0729038,0.0680659,0.0634292,0.0590271,0.0548682,0.0510501,0.0476195,0.0445294,0.0417119,0.039109,0.0366686,0.0343863,0.0322306,0.0301877,0.0282564,0.0264337,0.0247141,0.023092,0.0221384,0.0206192,0.0192088,0.0179004,0.0166865,0.234991
2015,23.4272,14.8141,19.0517,55.5886,26.4592,44.0793,18.0012,12.7784,8.60159,7.78118,8.64313,9.28675,17.4704,5.13692,4.44556,4.73073,4.6795,5.4399,6.93968,5.4295,5.9822,29.3175,21.0365,5.025,4.76197,4.02978,2.73998,2.04711,1.84165,1.92129,1.89874,1.62726,1.47692,1.16903,0.829121,0.609985,0.462185,0.363693,0.334904,0.287975,0.256812,0.231811,0.208934,0.188334,0.170753,0.15652,0.145234,0.136346,0.129035,0.122397,0.115803,0.109025,0.102213,0.0954992,0.089026,0.0829042,0.0772022,0.0719575,0.0671524,0.0626961,0.0584251,0.0543703,0.0505395,0.0470226,0.0438626,0.0410163,0.0384211,0.0360235,0.0337757,0.0316734,0.0296878,0.027806,0.0260271,0.0243482,0.0227642,0.0212701,0.0203918,0.0189924,0.0176933,0.0164881,0.231821
2016,163.247,21.8871,13.8401,17.7975,51.8877,24.6305,40.825,16.5677,11.6911,7.83236,7.06096,7.82436,8.39292,15.7697,4.63258,4.00614,4.26051,4.21219,4.89447,6.24145,4.88158,5.37693,26.3444,18.899,4.51354,4.27656,3.61847,2.46001,1.83773,1.65312,1.72446,1.70409,1.46035,1.32535,1.04901,0.743965,0.547315,0.414686,0.326307,0.300469,0.25836,0.230397,0.207964,0.187437,0.168955,0.153181,0.140411,0.130286,0.122312,0.115752,0.109797,0.103881,0.0978003,0.0916893,0.0856662,0.0798593,0.0743676,0.0692526,0.0645478,0.0602373,0.0562398,0.0524086,0.0487712,0.0453349,0.0421801,0.0393455,0.0367923,0.0344643,0.0323136,0.0302973,0.0284115,0.0266304,0.0249423,0.0233466,0.0218406,0.0204198,0.0190795,0.0182917,0.0170364,0.0158711,0.222736
2017,99.9628,152.515,20.4482,12.9288,16.6102,48.2728,22.7797,37.4825,15.1066,10.6017,7.07453,6.36048,7.03503,7.53629,14.1463,4.15252,3.58878,3.81468,3.76975,4.37872,5.58194,4.36452,4.80622,23.5432,16.8863,4.03221,3.81996,3.23174,2.19685,1.64099,1.47602,1.53961,1.52133,1.30366,1.18309,0.936371,0.664056,0.488512,0.370122,0.291233,0.268167,0.23058,0.205621,0.185597,0.167276,0.15078,0.136701,0.125304,0.116267,0.109151,0.103296,0.0979814,0.0927013,0.087275,0.0818214,0.0764463,0.0712642,0.0663634,0.0617987,0.0576003,0.0537537,0.0501863,0.0467674,0.0435215,0.040455,0.0376398,0.0351103,0.0328319,0.0307545,0.0288353,0.027036,0.0253531,0.0237638,0.0222574,0.0208335,0.0194896,0.0182217,0.0170257,0.0163227,0.0152025,0.212922
2018,58.1979,93.3913,142.489,19.1035,12.0756,15.4965,44.9064,21.0853,34.4653,13.7894,9.60885,6.37142,5.69747,6.27361,6.69614,12.532,3.66974,3.16522,3.35892,3.31481,3.84586,4.89791,3.82654,4.21085,20.6145,14.7782,3.52727,3.34034,2.82506,1.91986,1.43373,1.28933,1.34463,1.32845,1.13821,1.03282,0.817351,0.579595,0.426344,0.322997,0.254137,0.233996,0.201189,0.179403,0.161927,0.145937,0.131542,0.119256,0.109311,0.101426,0.095216,0.0901076,0.0854703,0.0808634,0.0761293,0.0713715,0.0666824,0.0621616,0.0578865,0.0539046,0.0502422,0.0468868,0.043775,0.0407927,0.0379614,0.0352866,0.032831,0.0306245,0.0286372,0.0268252,0.0251511,0.0235817,0.0221138,0.0207275,0.0194136,0.0181716,0.0169994,0.0158935,0.0148503,0.0142371,0.198976
2019,66.7886,54.372,87.2517,133.118,17.8424,11.2649,14.412,41.5424,19.3689,31.4148,12.4744,8.63396,5.69213,5.06583,5.55641,5.91182,11.0354,3.2246,2.77636,2.94192,2.8997,3.36074,4.2763,3.33839,3.67132,17.9633,12.8715,3.07094,2.90717,2.45796,1.66995,1.24681,1.12101,1.16889,1.15465,0.989177,0.897478,0.710173,0.50355,0.370377,0.280578,0.220748,0.203242,0.174739,0.155811,0.140628,0.126738,0.114233,0.103562,0.0949234,0.0880744,0.0826805,0.0782435,0.0742158,0.0702148,0.0661035,0.0619717,0.0578997,0.053974,0.0502617,0.0468041,0.0436239,0.0407103,0.0380083,0.0354188,0.0329604,0.0306379,0.0285057,0.0265899,0.0248643,0.023291,0.0218375,0.0204748,0.0192003,0.0179966,0.0168558,0.0157774,0.0147597,0.0137995,0.0128937,0.185122
2020,34.9719,62.398,50.7975,81.5133,124.324,16.6402,10.4678,13.3075,38.0346,17.566,28.2239,11.111,7.6323,4.99926,4.42487,4.83096,5.11992,9.5256,2.7756,2.38405,2.52105,2.48052,2.87058,3.64789,2.84464,3.12532,15.2791,10.9403,2.60855,2.46811,2.08576,1.41649,1.0572,0.950234,0.990551,0.97825,0.837881,0.760069,0.601346,0.426325,0.313537,0.237494,0.186833,0.172003,0.14787,0.131844,0.11899,0.107231,0.0966471,0.0876153,0.0803043,0.074508,0.069943,0.0661881,0.0627797,0.0593942,0.0559155,0.0524198,0.0489748,0.0456538,0.0425133,0.0395884,0.0368982,0.0344336,0.032148,0.0299576,0.0278782,0.0259136,0.0241101,0.0224897,0.0210302,0.0196994,0.01847,0.0173174,0.0162394,0.0152213,0.0142565,0.0133444,0.0124835,0.0116714,0.167478
2021,35.7195,32.6729,58.2959,47.4567,76.1296,115.956,15.4663,9.67049,12.1944,34.5382,15.8082,25.1905,9.84527,6.72101,4.37931,3.859,4.19741,4.43439,8.22797,2.39199,2.05054,2.16473,2.12686,2.45826,3.12059,2.43121,2.66897,13.0391,9.33082,2.22364,2.10297,1.77649,1.20605,0.899865,0.808608,0.842724,0.832093,0.712571,0.646298,0.511264,0.362419,0.266511,0.201854,0.158783,0.14617,0.125653,0.112029,0.101102,0.0911074,0.0821117,0.0744358,0.0682226,0.0632968,0.0594174,0.0562264,0.0533301,0.0504534,0.0474978,0.0445278,0.0416011,0.0387797,0.0361118,0.0336271,0.0313418,0.0292482,0.0273066,0.025446,0.0236796,0.0220109,0.0204789,0.0191025,0.0178628,0.0167324,0.0156881,0.0147091,0.0137935,0.0129287,0.0121091,0.0113344,0.0106032,0.152165
2022,39.2651,33.3713,30.525,54.4619,44.3219,71.0015,107.757,14.2826,8.85517,11.0607,31.0308,14.0784,22.2599,8.64129,5.86507,3.80276,3.33687,3.61645,3.80887,7.04868,2.04451,1.74925,1.84357,1.80869,2.08791,2.6476,2.06078,2.26048,11.0357,7.89235,1.87984,1.777,1.50052,1.01833,0.759574,0.68236,0.710981,0.701868,0.600943,0.544965,0.431043,0.305516,0.224642,0.170127,0.133815,0.123175,0.10588,0.0943945,0.0851831,0.0767589,0.0691772,0.0627084,0.0574724,0.0533213,0.0500522,0.0473632,0.0449227,0.0424988,0.0400086,0.0375065,0.0350409,0.0326641,0.0304167,0.0283236,0.0263986,0.024635,0.0229996,0.0214323,0.0199445,0.0185389,0.0172486,0.0160892,0.015045,0.0140929,0.0132133,0.0123887,0.0116175,0.0108892,0.0101989,0.00954636,0.137091
2023,39.0344,36.6838,31.1775,28.5174,50.8644,41.3336,65.9483,99.332,13.0229,7.9699,9.82132,27.2051,12.2052,19.1173,7.36486,4.96845,3.20608,2.80283,3.02887,3.18281,5.87965,1.70305,1.45548,1.5326,1.50253,1.73349,2.19713,1.70949,1.87455,9.14911,6.54166,1.55783,1.47237,1.24312,0.84355,0.629141,0.565138,0.5888,0.581215,0.497612,0.451239,0.356895,0.252952,0.185986,0.140848,0.110783,0.101973,0.0876526,0.0781432,0.0705167,0.0635421,0.0572653,0.0519099,0.0475751,0.0441386,0.0414322,0.0392061,0.0371857,0.0351791,0.0331177,0.0310464,0.0290054,0.0270379,0.0251775,0.0234449,0.0218514,0.0203916,0.0190379,0.0177406,0.016509,0.0153455,0.0142774,0.0133178,0.0124534,0.0116653,0.0109373,0.0102547,0.00961633,0.00901343,0.00844205,0.121378
2024,39.2038,36.4683,34.2722,29.1277,26.6408,47.5024,38.5679,61.4332,92.3065,12.0664,7.36175,9.04527,24.9901,11.1867,17.4905,6.72841,4.53392,2.92307,2.55364,2.75807,2.897,5.34986,1.54917,1.32369,1.39358,1.36605,1.57584,1.99713,1.55376,1.70367,8.31465,5.94474,1.41562,1.33792,1.12957,0.766481,0.571649,0.513486,0.534976,0.528078,0.452113,0.409975,0.324256,0.229817,0.168975,0.127965,0.100649,0.0926442,0.0796339,0.0709942,0.0640652,0.0577286,0.0520259,0.0471604,0.0432221,0.0401,0.0376411,0.0356187,0.0337831,0.0319601,0.0300873,0.0282055,0.0263512,0.0245638,0.0228737,0.0212996,0.0198519,0.0185257,0.0172958,0.0161172,0.0149983,0.0139413,0.0129709,0.0120991,0.0113138,0.0105978,0.00993641,0.0093163,0.00873636,0.00818863,0.11794
2025,39.9697,36.6266,34.0709,32.0191,27.212,24.8857,44.3589,35.996,57.2951,86.0212,11.2363,6.85089,8.41314,23.2342,10.3974,16.2526,6.25117,4.2118,2.71514,2.37182,2.56156,2.69049,4.96834,1.43866,1.22924,1.29413,1.26855,1.46335,1.85455,1.44282,1.58202,7.7209,5.5202,1.31452,1.24237,1.0489,0.711737,0.53082,0.47681,0.496765,0.490359,0.41982,0.380691,0.301095,0.213401,0.156905,0.118824,0.0934595,0.0860265,0.0739455,0.0659229,0.0594889,0.0536049,0.0483096,0.0437916,0.0401347,0.0372355,0.0349523,0.0330743,0.0313699,0.0296771,0.0279381,0.0261907,0.0244689,0.0228091,0.0212397,0.0197781,0.0184338,0.0172023,0.0160603,0.0149659,0.0139269,0.0129454,0.0120444,0.0112348,0.0105056,0.0098408,0.00922662,0.0086508,0.00811229,0.117119
2026,40.642,37.3421,34.2188,31.831,29.9133,25.4192,23.2388,41.4008,33.5715,53.3943,80.1049,10.4568,6.37227,7.82221,21.5956,9.66195,15.1004,5.80728,3.91237,2.52194,2.20293,2.37907,2.49873,4.61413,1.33607,1.14157,1.20181,1.17805,1.35894,1.72222,1.33986,1.46912,7.16989,5.12623,1.2207,1.1537,0.974032,0.660935,0.492931,0.442775,0.461305,0.455356,0.389852,0.353516,0.279602,0.198168,0.145705,0.110342,0.0867879,0.0798855,0.0686669,0.061217,0.0552422,0.0497782,0.0448609,0.0406654,0.0372696,0.0345774,0.0324572,0.0307133,0.0291305,0.0275586,0.0259437,0.024321,0.0227221,0.0211809,0.0197235,0.0183662,0.0171179,0.0159743,0.0149138,0.0138975,0.0129327,0.0120213,0.0111846,0.0104328,0.00975567,0.00913829,0.00856795,0.00803325,0.116291
2027,41.2004,37.9702,34.8872,31.9692,29.7375,27.9423,23.7364,21.6878,38.6081,31.281,49.7121,74.5301,9.72373,5.92302,7.2684,20.0618,8.97417,14.0237,5.39268,3.63279,2.3416,2.04532,2.20878,2.31983,4.28369,1.24037,1.05978,1.1157,1.09363,1.26156,1.59879,1.24383,1.36382,6.65597,4.75878,1.1332,1.071,0.904208,0.613555,0.457594,0.411034,0.428235,0.422712,0.361903,0.328172,0.259557,0.183961,0.135259,0.102431,0.0805658,0.0741582,0.0637439,0.0568281,0.0512817,0.0462094,0.0416447,0.03775,0.0345976,0.0320984,0.0301302,0.0285113,0.027042,0.0255828,0.0240836,0.0225774,0.0210931,0.0196623,0.0183094,0.0170494,0.0158906,0.014829,0.0138445,0.0129011,0.0120055,0.0111594,0.0103827,0.0096848,0.00905624,0.00848312,0.00795367,0.115411
2028,41.4333,38.4919,35.474,32.5933,29.8631,27.7608,26.0395,22.0481,20.0515,35.499,28.5985,45.2068,67.4588,8.76676,5.3232,6.51594,17.9496,8.01699,12.513,4.80729,3.23609,2.0847,1.8201,1.96485,2.06303,3.80861,1.10259,0.941918,0.991488,0.971767,1.12088,1.4204,1.10497,1.2115,5.91231,4.22692,1.00652,0.951237,0.803078,0.544921,0.406398,0.365041,0.380312,0.375402,0.321396,0.291437,0.2305,0.163366,0.120115,0.0909628,0.0715451,0.0658546,0.0566062,0.0504646,0.0455391,0.0410348,0.0369811,0.0335225,0.0307231,0.0285037,0.0267559,0.0253183,0.0240135,0.0227177,0.0213864,0.0200488,0.0187307,0.0174602,0.0162588,0.0151399,0.0141109,0.0131682,0.012294,0.0114562,0.0106609,0.00990957,0.00921984,0.00860012,0.00804195,0.00753302,0.109548
2029,41.5966,38.7095,35.9615,33.1416,30.4462,27.8782,25.8708,24.1885,20.3864,18.4391,32.4604,26.0122,40.9279,60.8369,7.88138,4.77368,5.83188,16.0408,7.15597,11.1588,4.28395,2.88215,1.85586,1.61972,1.74804,1.83495,3.3869,0.980355,0.837383,0.881357,0.863748,0.996209,1.26233,0.981954,1.07657,5.25363,3.75588,0.894325,0.845186,0.713529,0.484149,0.361069,0.32432,0.337883,0.333518,0.285534,0.258916,0.204778,0.145134,0.10671,0.0808105,0.0635597,0.0585041,0.0502878,0.0448316,0.0404558,0.0364542,0.0328529,0.0297804,0.0272934,0.0253218,0.023769,0.0224919,0.0213327,0.0201815,0.0189989,0.0178106,0.0166397,0.015511,0.0144437,0.0134497,0.0125356,0.0116981,0.0109215,0.0101772,0.00947071,0.00880326,0.00819053,0.00763999,0.00714414,0.10401
2030,41.7029,38.8621,36.1647,33.5969,30.9584,28.4227,25.9808,24.0328,22.367,18.7491,16.8633,29.5303,23.5552,36.9193,54.7073,7.06976,4.27379,5.2133,14.3225,6.38359,9.94727,3.81666,2.56663,1.6521,1.44148,1.55531,1.63233,3.01243,0.871851,0.744623,0.783656,0.767941,0.885652,1.12218,0.872891,0.956964,4.66978,3.33838,0.794893,0.751201,0.634173,0.430296,0.320902,0.288237,0.300288,0.296406,0.253759,0.230102,0.181987,0.128981,0.0948327,0.0718157,0.0564848,0.0519919,0.04469,0.0398411,0.0359523,0.0323961,0.0291956,0.0264651,0.0242549,0.0225028,0.0211229,0.0199879,0.0189578,0.0179347,0.0168837,0.0158277,0.0147872,0.0137841,0.0128357,0.0119523,0.01114,0.0103957,0.00970557,0.00904418,0.00841631,0.00782316,0.00727865,0.0067894,0.0987789
2031,41.7647,38.9614,36.3073,33.7868,31.3838,28.901,26.4886,24.1358,22.2246,20.5729,17.1493,15.3439,26.7468,21.2533,33.2082,49.0874,6.3313,3.82164,4.65631,12.7807,5.69233,8.86516,3.39996,2.28559,1.47078,1.28298,1.38403,1.45235,2.67994,0.775538,0.662306,0.696971,0.682951,0.787593,0.997888,0.776178,0.850907,4.15213,2.96824,0.706745,0.667885,0.563827,0.38256,0.285298,0.256255,0.266966,0.263512,0.225597,0.204564,0.161788,0.114665,0.0843064,0.063844,0.0502147,0.0462203,0.0397289,0.0354182,0.0319611,0.0287996,0.0259544,0.023527,0.0215622,0.0200045,0.0187778,0.0177688,0.016853,0.0159436,0.0150092,0.0140705,0.0131454,0.0122537,0.0114106,0.0106253,0.00990314,0.00924153,0.008628,0.00804004,0.00748188,0.00695459,0.00647053,0.0938474
2032,41.7935,39.0191,36.4001,33.9201,31.5612,29.2983,26.9349,24.6088,22.3218,20.4445,18.8207,15.6075,13.9011,24.1398,19.1228,29.8066,43.9751,5.66348,3.41458,4.1566,11.401,5.07503,7.9003,3.02885,2.03555,1.30958,1.14214,1.23191,1.29256,2.38483,0.690079,0.58928,0.620084,0.607578,0.700639,0.887681,0.690434,0.756886,3.69325,2.64014,0.628612,0.594039,0.501479,0.340252,0.253744,0.227911,0.237436,0.234362,0.20064,0.181932,0.143888,0.101978,0.0749783,0.0567798,0.0446584,0.041106,0.0353328,0.031499,0.0284244,0.0256127,0.0230823,0.0209234,0.0191761,0.0177908,0.0166998,0.0158024,0.014988,0.0141792,0.0133482,0.0125134,0.0116907,0.0108977,0.0101478,0.00944945,0.00880718,0.00821879,0.00767316,0.00715027,0.00665388,0.00618494,0.0892159
2033,41.7981,39.046,36.454,34.0067,31.6857,29.4641,27.3057,25.0244,22.7608,20.5361,18.706,17.1318,14.1429,12.5492,21.7257,17.1689,26.7102,39.3486,5.06183,3.0491,3.70911,10.168,4.52418,7.04034,2.6984,1.81305,1.16622,1.01696,1.09675,1.15062,2.12276,0.6142,0.524452,0.551838,0.540684,0.623474,0.789891,0.614356,0.673469,3.28614,2.34908,0.5593,0.528532,0.446174,0.302725,0.225755,0.20277,0.211243,0.208507,0.178504,0.16186,0.128013,0.0907261,0.0667052,0.0505146,0.0397306,0.03657,0.0314338,0.028023,0.0252877,0.0227862,0.0205351,0.0186144,0.0170599,0.0158274,0.0148568,0.0140585,0.0133339,0.0126144,0.0118751,0.0111324,0.0104005,0.00969499,0.00902789,0.00840661,0.00783522,0.00731176,0.00682635,0.00636116,0.00591955,0.0848723
2034,41.7858,39.0503,36.4791,34.0571,31.7666,29.5804,27.4607,25.3698,23.1468,20.9423,18.7926,17.0305,15.5275,12.7706,11.2972,19.5112,15.3898,23.9074,35.1795,4.52148,2.72172,3.30904,9.06732,4.03305,6.27432,2.40426,1.61512,1.03874,0.905686,0.976647,1.02453,1.89,0.546818,0.466891,0.491249,0.481301,0.554981,0.703095,0.546835,0.599438,2.92486,2.09078,0.497796,0.470405,0.3971,0.269426,0.200922,0.180464,0.188003,0.185567,0.158864,0.144051,0.113927,0.0807432,0.0593652,0.044956,0.0353586,0.0325458,0.0279747,0.0249392,0.0225049,0.0202787,0.0182752,0.0165659,0.0151824,0.0140856,0.0132218,0.0125113,0.0118665,0.0112261,0.0105683,0.00990724,0.00925589,0.00862803,0.00803434,0.00748143,0.00697292,0.00650707,0.00607508,0.00566109,0.0807998
2035,41.7622,39.0388,36.4831,34.0806,31.8138,29.6562,27.5696,25.5148,23.468,21.2997,19.1671,17.1124,15.439,14.0242,11.4995,10.1485,17.4946,13.7791,21.381,31.4341,4.03731,2.42895,2.95182,8.08569,3.59544,5.59226,2.14251,1.43907,0.925402,0.80678,0.869916,0.912498,1.68323,0.486969,0.415771,0.437446,0.428573,0.494167,0.626036,0.486892,0.533719,2.60415,1.8615,0.443201,0.41881,0.353542,0.239871,0.17888,0.160665,0.167376,0.165207,0.141433,0.128245,0.101426,0.0718832,0.0528509,0.0400228,0.0314785,0.0289743,0.0249048,0.0222024,0.0200352,0.0180532,0.0162697,0.0147479,0.0135163,0.0125398,0.0117708,0.0111383,0.0105642,0.00999411,0.00940843,0.00881996,0.00824009,0.00768113,0.0071526,0.00666037,0.00620767,0.00579294,0.00540835,0.076972
2036,41.7316,39.0168,36.4724,34.0843,31.8357,29.7004,27.6407,25.617,23.6038,21.5977,19.4971,17.4566,15.5167,13.9477,12.6317,10.3332,9.10226,15.6683,12.3268,19.1107,28.0771,3.6042,2.16745,2.63313,7.21075,3.20567,4.98512,1.90961,1.28248,0.824623,0.718857,0.775056,0.812945,1.49951,0.433799,0.370361,0.389655,0.381742,0.440157,0.557602,0.43366,0.47536,2.31937,1.65792,0.394726,0.372999,0.314868,0.21363,0.15931,0.143087,0.149063,0.147131,0.125958,0.114212,0.0903279,0.0640173,0.0470675,0.0356431,0.0280338,0.0258036,0.0221794,0.0197727,0.0178426,0.0160776,0.0144892,0.013134,0.0120371,0.0111675,0.0104826,0.00991932,0.00940808,0.00890036,0.00837877,0.0078547,0.00733829,0.0068405,0.00636981,0.00593145,0.00552829,0.00515895,0.0733646
